02	3,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5
03	6,1,1,3,4,5,2,0,0,1,0,2,1,1,1,2,1,1,0,1,0,2,4,4,4,4,4,4,4,11
04	2,0,1,2,3,5,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,2,10
05	6,2,3,3,2,3,4,2,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,2,2,4,13
06	8,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10
07	0,8,1,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,5
08	1,2,2,2,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,9
09	4,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,11
10	11,2,3,3,4,2,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,12
11	1,4,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5
12	2,2,3,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,13
13	8,3,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,4,2,8
14	9,2,0,0,1,3,4,1,0,2,1,1,1,1,1,1,1,2,2,0,1,1,1,0,4,2,2,3,1,2
15	8,3,3,3,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
16	5,1,2,1,2,3,2,3,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,2,3,4,3,9
17	2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
18	0,0,4,0,0,0,2,2,1,3,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,0,0,4
19	2,0,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,7
20	9,3,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,3,11
21	12,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10
22	2,2,2,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,10
23	2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10
24	0,0,4,0,0,0,1,1,0,3,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8
25	2,2,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,4,4
26	2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,0,2,0,0,1,1,1,2,0,2,3
27	0,5,2,1,2,3,2,3,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
28	1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
29	10,3,3,2,2,3,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,4,3,4
30	2,2,4,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3
31	4,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
32	9,2,2,3,5,3,1,0,1,0,1,1,1,1,2,2,2,1,0,0,2,0,3,2,2,4,4,2,2,3
33	7,2,3,4,4,3,4,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,2,2,2,4,3,4
34	4,2,3,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8
35	4,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12
36	0,0,7,2,2,2,2,2,3,4,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,11
37	2,3,3,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,15
